block_id,conc1,conc2,ZIP_fit,ZIP_ref,ZIP_synergy,HSA_ref,HSA_synergy,Bliss_ref,Bliss_synergy,Loewe_ref,Loewe_synergy,Loewe_ci
3,1.6,0.001,65.84505988413056,58.53109250440034,7.313967379730222,63.031785946427426,5.672661979025698,62.05626150155836,6.648186423894764,60.35664023188413,8.347807693568996,1.1511401884064347e-5
3,1.6,1e-4,61.6804971416085,57.960018903639174,3.720478237969324,63.031785946427426,0.341853891283705,59.12733978274234,4.246300054968792,60.35664023188413,3.016999605827003,0.04653590439960477
3,1.6,0,63.031785946427426,63.031785946427426,0,63.031785946427426,0,63.031785946427426,0,63.031785946427426,0,NA
3,0.16,1,61.07356333505514,67.13239840306007,-6.0588350680049246,53.05471115202597,5.380571013259058,65.17512093127591,-6.739838765990882,56.45950963188713,1.975772533397901,0.4075416273952584
3,0.16,0.1,55.49832211156244,59.22201817990411,-3.723696068341674,53.05471115202597,-1.1726600861750924,55.832477246475875,-3.9504261806249943,56.45950963188713,-4.577458566036249,3.285328197801677
3,0.16,0.01,54.98900521719891,55.16655092729563,-0.17754571009672304,53.05471115202597,-1.759436299976386,52.77893027778209,-1.4836554257325005,55.48522698188788,-4.189952129838289,3.792490008108522
3,0.16,0.001,54.63884774990858,53.47870527339688,1.1601424765116946,53.05471115202597,-3.3726947413990445,51.81590971097524,-2.133893300348312,55.48522698188788,-5.803210571260948,5.527674723830826
3,0.16,1e-4,54.37990913425995,52.838054605317154,1.5418545289427925,53.05471115202597,-2.882383920775119,48.096523215764364,2.07580401548649,55.48522698188788,-5.312899750637023,4.945913549524245
3,0.16,0,53.05471115202597,53.05471115202597,0,53.05471115202597,0,53.05471115202597,0,53.05471115202597,0,NA
3,0.016,1,54.044918538369274,60.372549075285974,-6.3276305369167005,45.33034044842402,9.633578681137692,59.445040613609656,-4.4811214840479465,47.69096578189386,7.272953347667851,0.19589118950419362
3,0.016,0.1,46.542588508020174,50.83524824229409,-4.292659734273919,45.33034044842402,1.662657538622021,48.565159754558515,-1.5721617675124762,46.71668313189461,0.2763148551514263,0.9873410661392716
3,0.016,0.01,47.07094735954811,45.94569677759307,1.1252505819550365,45.33034044842402,0.19639502305139445,45.00918263097884,0.5175528404965704,46.71668313189461,-1.1899476604192003,1.296843633234554
3,0.016,0.001,44.49347130522369,43.910713463672415,0.5827578415512775,45.33034044842402,2.1510179593393985,43.88770680623762,3.5936516015257993,46.71668313189461,0.7646752758688038,0.8835041856422622
3,0.016,1e-4,45.9224934224313,43.13830076314916,2.784192659282141,45.33034044842402,0.6357997415350454,39.55633302148173,6.409807168477336,46.71668313189461,-0.7505429419355494,1.191353502829141
3,0.016,0,45.33034044842402,45.33034044842402,0,45.33034044842402,0,45.33034044842402,0,45.33034044842402,0,NA
3,0.0016,1,42.35425940194372,50.09516566597208,-7.740906264028361,37.40887144486078,6.795965008213365,53.56874915038989,-9.363912697315747,35.99957398190284,8.205262471171302,0.3312695411429526
3,0.0016,0.1,37.275883454583784,38.08436489636187,-0.8084814417780848,37.40887144486078,3.521431777468429,41.112406325152065,-0.18210310282285747,33.07672603190508,7.853577190424126,0.3147699028148235
3,0.0016,0.01,34.43165343696245,31.926707764259344,2.504945672703105,37.40887144486078,0.4895994712023537,37.041178826997765,0.8572920890653677,33.07672603190508,4.821744884158051,0.48086952070938926
3,0.0016,0.001,33.784498894209634,29.363951321846205,4.420547572363429,37.40887144486078,-4.840934067397079,35.75720453314586,-3.1892671556821597,33.07672603190508,-0.508788654441382,1.0804817650224157
3,0.0016,1e-4,32.40848653629327,28.391213309241113,4.017273227052154,37.40887144486078,-6.551538890134847,30.798227733111982,0.05910482161394981,33.07672603190508,-2.2193934771791497,1.3926044025365278
3,0.0016,0,37.40887144486078,37.40887144486078,0,37.40887144486078,0,37.40887144486078,0,37.40887144486078,0,NA
3,2e-4,1,29.883818856009395,39.75874159263707,-9.874922736627678,25.81815998299693,1.4666269944767656,38.18787701789284,-10.90309004041914,28.205312781908823,-0.9205258044351261,1.122396155341038
3,2e-4,0.1,20.942834057312563,25.260231328109683,-4.3173972707971195,16.674858741790004,1.2707782617444217,21.605231051391705,-3.6595940478572793,20.411051581914812,-2.4654145783803862,1.4539435761681014
3,2e-4,0.01,15.432621722841416,17.82718361982386,-2.3945618969824434,16.674858741790004,-7.580728831177517,16.18536382405502,-7.091233913442533,19.43676893191556,-10.342639021303071,6.143479075084611
3,2e-4,0.001,18.019826749580247,14.733622141406599,3.286204608173648,16.674858741790004,-0.2939140495169035,14.47605865770274,1.9048860345703602,19.43676893191556,-3.055824239642458,1.587540929876783
3,2e-4,1e-4,12.4655347646525,13.559408004399598,-1.093873239747099,16.674858741790004,-11.149806736829078,7.874365224503221,-2.349313219542294,19.43676893191556,-13.911716926954632,13.63934810587275
3,2e-4,0,16.674858741790004,16.674858741790004,0,16.674858741790004,0,16.674858741790004,0,16.674858741790004,0,NA
3,0,1,25.81815998299693,25.81815998299693,0,25.81815998299693,0,25.81815998299693,0,25.81815998299693,0,NA
